Filename,Governing Law-Answer,lat,lng,isMissing,AgreementDate,documentName,parties,expirationDate,renewalTerm,noticePeriod,toc,isExpDateMissing,isRenewalTermMissing,isNoticePeriodMissing,isTOC,party1,party2,network
SYKESHEALTHPLANSERVICESINC_04,Florida,-34.1,-56.2167,False,1998-01-01,OUTSOURCING AGREEMENT,"Sykes HealthPlan Services, Inc. (""SHPS""); HealthPlan Services, Inc. (""HFS"")",12/31/1998,successive 1 year,90 days,No,False,False,False,False,"Sykes HealthPlan Services, Inc. (""SHPS"")"," HealthPlan Services, Inc. (""HFS"")","{""nodes"": [{""id"": 164, ""name"": ""SYKESHEALTHPLANSERVICESINC_04""}, {""id"": 17, ""name"": ""EcoScienceSolutionsInc_20171117""}, {""id"": 105, ""name"": ""PrecheckHealthServicesInc_20200320""}, {""id"": 188, ""name"": ""CHAPARRALRESOURCESINC_03""}, {""id"": 317, ""name"": ""TELKOMSALTD_01""}, {""id"": 128, ""name"": ""WELLSFARGOMORTGAGEBACKEDSECURITIES2006-6TRUST_05""}, {""id"": 97, ""name"": ""DataCallTechnologies_20060918""}], ""links"": [{""source"": 317, ""target"": 97}, {""source"": 105, ""target"": 164}, {""source"": 17, ""target"": 164}, {""source"": 17, ""target"": 97}, {""source"": 128, ""target"": 17}, {""source"": 97, ""target"": 164}, {""source"": 17, ""target"": 105}, {""source"": 128, ""target"": 97}]}"
TRICITYBANKSHARESCORP_05,Wisconsin,43.0642,-87.9673,True,1998-02-16,Outsourcing Agreement,"Tri City National Bank (""Customer""); Marshall & Ilsley Corporation (""M&I"")",11/16/2006,12 months,,Yes,False,False,True,True,"Tri City National Bank (""Customer"")"," Marshall & Ilsley Corporation (""M&I"")","{""nodes"": [{""id"": 165, ""name"": ""TRICITYBANKSHARESCORP_05""}, {""id"": 122, ""name"": ""CORALGOLDRESOURCES,LTD_05""}, {""id"": 84, ""name"": ""AimmuneTherapeuticsInc_20200205""}, {""id"": 65, ""name"": ""EbixInc_20010515""}, {""id"": 93, ""name"": ""RevolutionMedicinesInc_20200117""}, {""id"": 253, ""name"": ""CARDAX,INC_08""}, {""id"": 189, ""name"": ""KENTUCKYUTILITIESCO_03""}], ""links"": [{""source"": 84, ""target"": 65}, {""source"": 84, ""target"": 165}, {""source"": 189, ""target"": 165}, {""source"": 65, ""target"": 189}, {""source"": 165, ""target"": 253}, {""source"": 122, ""target"": 65}, {""source"": 84, ""target"": 93}]}"
OFGBANCORP_03,New York,40.6943,-73.9249,True,2007-01-26,TECHNOLOGY OUTSOURCING AGREEMENT,"Oriental Financial Group Inc. (""Customer""); Melavante Corporation (""Melavante"")",11/30/2014,12 Months,3 Months,Yes,False,False,False,True,"Oriental Financial Group Inc. (""Customer"")"," Melavante Corporation (""Melavante"")","{""nodes"": [{""id"": 166, ""name"": ""OFGBANCORP_03""}, {""id"": 150, ""name"": ""XYBERNAUTCORP_07""}, {""id"": 269, ""name"": ""OTISWORLDWIDECORP_04""}, {""id"": 58, ""name"": ""RangeResourcesLouisianaInc_20150417""}, {""id"": 303, ""name"": ""CHANGEPOINTCORP_03""}, {""id"": 118, ""name"": ""MEDALISTDIVERSIFIEDREIT,INC_05""}, {""id"": 79, ""name"": ""GridironBionutrientsInc_20171206""}], ""links"": [{""source"": 269, ""target"": 118}, {""source"": 166, ""target"": 58}, {""source"": 118, ""target"": 269}, {""source"": 79, ""target"": 166}, {""source"": 118, ""target"": 150}, {""source"": 150, ""target"": 269}]}"
DRAGONSYSTEMSINC_01,Netherlands,52.3667,4.8833,True,1998-01-19,OUTSOURCING AGREEMENT,"(Dragon Systems, Inc. (""Dragon Systems""); Modus Media International (""MMI"")",perpetual,,,Yes,False,True,True,True,"(Dragon Systems, Inc. (""Dragon Systems"")"," Modus Media International (""MMI"")","{""nodes"": [{""id"": 167, ""name"": ""DRAGONSYSTEMSINC_01""}, {""id"": 280, ""name"": ""LIMEENERGYCO_09""}, {""id"": 230, ""name"": ""AURASYSTEMSINC_06""}, {""id"": 152, ""name"": ""DRKOOPCOMINC_04""}, {""id"": 23, ""name"": ""CerenceInc_20191002""}, {""id"": 21, ""name"": ""VitalibisInc_20180316""}, {""id"": 237, ""name"": ""GOLDRESOURCECORP_12""}], ""links"": [{""source"": 237, ""target"": 21}, {""source"": 23, ""target"": 237}, {""source"": 237, ""target"": 152}, {""source"": 21, ""target"": 167}, {""source"": 237, ""target"": 152}, {""source"": 237, ""target"": 167}, {""source"": 280, ""target"": 237}]}"
HUBEIMINKANGPHARMACEUTICALLTD_09,Nevada,37.8445,-94.3492,True,2006-06-01,PHOTO RETOUCHING OUTSOURCING AGREEMENT,"(DGT Corp. (""DGT""); Dolphin Industries Limited (""Dolphin"")",,,,No,True,True,True,False,"(DGT Corp. (""DGT"")"," Dolphin Industries Limited (""Dolphin"")","{""nodes"": [{""id"": 168, ""name"": ""HUBEIMINKANGPHARMACEUTICALLTD_09""}, {""id"": 208, ""name"": ""KNOWLABS,INC_08""}, {""id"": 266, ""name"": ""HERTZGLOBALHOLDINGS,INC_07""}, {""id"": 231, ""name"": ""ADAPTIMMUNETHERAPEUTICSPLC_04""}, {""id"": 65, ""name"": ""EbixInc_20010515""}, {""id"": 253, ""name"": ""CARDAX,INC_08""}, {""id"": 253, ""name"": ""CARDAX,INC_08""}], ""links"": [{""source"": 253, ""target"": 266}, {""source"": 65, ""target"": 168}, {""source"": 231, ""target"": 253}, {""source"": 253, ""target"": 231}, {""source"": 168, ""target"": 231}, {""source"": 208, ""target"": 253}]}"
MANUFACTURERSSERVICESLTD_06,New York,40.6943,-73.9249,True,1998-05-05,Outsourcing Base Agreement,"(International Business Machines Corporation (""IBM""); Manufacturers' Services Western US Operations, Inc. (""MSL""))",6/1/2001,successive 12 months; successive 6 months;,6 months; 12 months,Yes,False,False,False,True,"(International Business Machines Corporation (""IBM"")"," Manufacturers' Services Western US Operations, Inc. (""MSL""))","{""nodes"": [{""id"": 169, ""name"": ""MANUFACTURERSSERVICESLTD_06""}, {""id"": 295, ""name"": ""Microgenics Corporation - Collaborative Development and Commercialization Agreement.PDF""}, {""id"": 288, ""name"": ""HOLIDAYRVSUPERSTORESINC_04""}, {""id"": 45, ""name"": ""EhaveInc_20190515""}, {""id"": 176, ""name"": ""CardlyticsInc_20180112""}, {""id"": 219, ""name"": ""Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF""}, {""id"": 18, ""name"": ""NakedBrandGroupInc_20150731""}], ""links"": [{""source"": 169, ""target"": 176}, {""source"": 176, ""target"": 219}, {""source"": 288, ""target"": 219}, {""source"": 219, ""target"": 176}, {""source"": 45, ""target"": 295}, {""source"": 295, ""target"": 176}, {""source"": 169, ""target"": 176}, {""source"": 45, ""target"": 288}]}"
NEXSTARFINANCEHOLDINGSINC_03,Maryland,39.3051,-76.6144,True,2001-11-28,OUTSOURCING AGREEMENT,"WYZZ, Inc. and WYZZ Licensee, Inc. (collectively ""WYZZ""); Peoria, L.L.C. (""NEXSTAR"")",11/28/2008,,,Yes,False,True,True,True,"WYZZ, Inc. and WYZZ Licensee, Inc. (collectively ""WYZZ"")"," Peoria, L.L.C. (""NEXSTAR"")","{""nodes"": [{""id"": 170, ""name"": ""NEXSTARFINANCEHOLDINGSINC_03""}, {""id"": 68, ""name"": ""LeadersonlineInc_20000427""}, {""id"": 56, ""name"": ""PenntexMidstreamPartnersLp_20150416""}, {""id"": 85, ""name"": ""CnsPharmaceuticalsInc_20200326""}, {""id"": 0, ""name"": ""CybergyHoldingsInc_20140520""}, {""id"": 152, ""name"": ""DRKOOPCOMINC_04""}, {""id"": 22, ""name"": ""QuantumGroupIncFl_20090120""}], ""links"": [{""source"": 22, ""target"": 170}, {""source"": 56, ""target"": 68}, {""source"": 22, ""target"": 170}, {""source"": 152, ""target"": 56}, {""source"": 170, ""target"": 56}]}"
ASIANDRAGONGROUPINC_08,Canada,43.7417,-79.3733,False,2004-06-01,Reseller Agreement,"695014 B.C. Ltd. dba Galaxy Telecom (""Galaxy""); Galaxy Telnet SRL (""Telnet"")",6/1/2006,successive 1 year,60 days,No,False,False,False,False,"695014 B.C. Ltd. dba Galaxy Telecom (""Galaxy"")"," Galaxy Telnet SRL (""Telnet"")","{""nodes"": [{""id"": 171, ""name"": ""ASIANDRAGONGROUPINC_08""}, {""id"": 17, ""name"": ""EcoScienceSolutionsInc_20171117""}, {""id"": 76, ""name"": ""SteelVaultCorp_20081224""}, {""id"": 317, ""name"": ""TELKOMSALTD_01""}, {""id"": 183, ""name"": ""FLOTEKINDUSTRIESINCCN_05""}, {""id"": 84, ""name"": ""AimmuneTherapeuticsInc_20200205""}, {""id"": 118, ""name"": ""MEDALISTDIVERSIFIEDREIT,INC_05""}], ""links"": [{""source"": 118, ""target"": 171}, {""source"": 317, ""target"": 17}, {""source"": 183, ""target"": 17}, {""source"": 17, ""target"": 118}, {""source"": 317, ""target"": 17}]}"
MTITECHNOLOGYCORP_11,Colorado,-22.8378,-51.9728,True,2004-09-29,RESELLER AGREEMENT,"McDATA Corporation (""McDATA""); MTI Technology Corporation (""Reseller"")",9/29/2005,successive 1 year,,Yes,False,False,True,True,"McDATA Corporation (""McDATA"")"," MTI Technology Corporation (""Reseller"")","{""nodes"": [{""id"": 172, ""name"": ""MTITECHNOLOGYCORP_11""}, {""id"": 313, ""name"": ""SPIENERGYCO,LTD_03""}, {""id"": 49, ""name"": ""VerizonAbsLlc_20200123""}, {""id"": 18, ""name"": ""NakedBrandGroupInc_20150731""}, {""id"": 309, ""name"": ""PRIMEENERGYRESOURCESCORP_04""}, {""id"": 219, ""name"": ""Quaker Chemical Corporation - NON COMPETITION AND NON SOLICITATION AGREEMENT.PDF""}, {""id"": 327, ""name"": ""MetLife, Inc. - Remarketing Agreement.PDF""}], ""links"": [{""source"": 172, ""target"": 309}, {""source"": 172, ""target"": 18}, {""source"": 18, ""target"": 327}, {""source"": 18, ""target"": 327}, {""source"": 309, ""target"": 49}, {""source"": 49, ""target"": 309}, {""source"": 327, ""target"": 172}, {""source"": 49, ""target"": 313}]}"
"OMINTO,INC_03",Florida,-34.1,-56.2167,True,2004-03-19,RESELLER AGREEMENT,"MediaNet Group Technologies, Inc. (""MEDIANET GROUP TECHNOLOGIES""); International Direct Response, Inc. (""RESELLER"")",3/19/2005,successive 1 year,,Yes,False,False,True,True,"MediaNet Group Technologies, Inc. (""MEDIANET GROUP TECHNOLOGIES"")"," International Direct Response, Inc. (""RESELLER"")","{""nodes"": [{""id"": 173, ""name"": ""OMINTO,INC_03""}, {""id"": 280, ""name"": ""LIMEENERGYCO_09""}, {""id"": 347, ""name"": ""NEONSYSTEMSINC_03""}, {""id"": 132, ""name"": ""PAXMEDICA,INC_07""}, {""id"": 252, ""name"": ""BIOCEPTINC_08""}, {""id"": 274, ""name"": ""BLACKBOXSTOCKSINC_08""}, {""id"": 212, ""name"": ""FEDERATEDGOVERNMENTINCOMESECURITIESINC_04""}], ""links"": [{""source"": 132, ""target"": 173}, {""source"": 212, ""target"": 252}, {""source"": 347, ""target"": 252}, {""source"": 212, ""target"": 173}, {""source"": 132, ""target"": 280}, {""source"": 212, ""target"": 274}, {""source"": 132, ""target"": 173}]}"
AzulSa_20170303,New York,40.6943,-73.9249,True,2016-01-06,Amendment n° 01   to the Global Maintenance Agreement ref. DS/C-3957/14 Issue 7,"AZUL LINHAS AÉREAS BRASILEIRAS S/A (""Company"", ""AZUL""); AVIONS DE TRANSPORT REGIONAL, G.I.E. (“Repairer”, “ATR”); AZUL LINHAS AÉREAS BRASILEIRAS and AVIONS DE TRANSPORT REGIONAL, G.I.E. (individually referred to as the “Party” or collectively as the “Parties”)",,,,No,True,True,True,False,"AZUL LINHAS AÉREAS BRASILEIRAS S/A (""Company"", ""AZUL"")"," AVIONS DE TRANSPORT REGIONAL, G.I.E. (“Repairer”, “ATR”)","{""nodes"": [{""id"": 174, ""name"": ""AzulSa_20170303""}, {""id"": 148, ""name"": ""STAMPSCOMINC_06""}, {""id"": 324, ""name"": ""HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement.PDF""}, {""id"": 337, ""name"": ""TICKETSCOMINC_06""}, {""id"": 122, ""name"": ""CORALGOLDRESOURCES,LTD_05""}, {""id"": 104, ""name"": ""WebmdHealthCorp_20050908""}, {""id"": 70, ""name"": ""RaeSystemsInc_20001114""}], ""links"": [{""source"": 337, ""target"": 148}, {""source"": 70, ""target"": 148}, {""source"": 70, ""target"": 104}, {""source"": 104, ""target"": 337}, {""source"": 324, ""target"": 148}]}"
AzulSa_20170303,New York,40.6943,-73.9249,True,2015-03-09,GLOBAL MAINTENANCE AGREEMENT (,"AZUL LINHAS AÉREAS BRASILEIRAS S/A (""Company"", ""AZUL""); AVIONS DE TRANSPORT REGIONAL, G.I.E. (“Repairer”, “ATR”); AZUL LINHAS AÉREAS BRASILEIRAS and AVIONS DE TRANSPORT REGIONAL, G.I.E. (individually referred to as the “Party” or collectively as the “Parties”)",,,,Yes,True,True,True,True,"AZUL LINHAS AÉREAS BRASILEIRAS S/A (""Company"", ""AZUL"")"," AVIONS DE TRANSPORT REGIONAL, G.I.E. (“Repairer”, “ATR”)","{""nodes"": [{""id"": 175, ""name"": ""AzulSa_20170303""}, {""id"": 285, ""name"": ""MARTINMIDSTREAMPARTNERSLP_01""}, {""id"": 23, ""name"": ""CerenceInc_20191002""}, {""id"": 180, ""name"": ""PROFOUNDMEDICALCORP_08""}, {""id"": 81, ""name"": ""PerformanceSportsBrandsInc_20110909""}, {""id"": 344, ""name"": ""VERICELCORP_08""}, {""id"": 237, ""name"": ""GOLDRESOURCECORP_12""}], ""links"": [{""source"": 237, ""target"": 81}, {""source"": 180, ""target"": 237}, {""source"": 180, ""target"": 81}, {""source"": 23, ""target"": 237}, {""source"": 180, ""target"": 81}, {""source"": 23, ""target"": 81}, {""source"": 237, ""target"": 344}]}"
CardlyticsInc_20180112,North Carolina,35.208,-80.8304,True,2010-11-04," Software License, Customization and Maintenance Agreement","Cardlytics, Inc. (“Supplier”);  Bank of America, N.A. (“Bank of America”);",perpetual,,,Yes,False,True,True,True,"Cardlytics, Inc. (“Supplier”)","  Bank of America, N.A. (“Bank of America”)","{""nodes"": [{""id"": 176, ""name"": ""CardlyticsInc_20180112""}, {""id"": 88, ""name"": ""HarpoonTherapeuticsInc_20200312""}, {""id"": 262, ""name"": ""CERES,INC_01""}, {""id"": 259, ""name"": ""MEETGROUP,INC_06""}, {""id"": 305, ""name"": ""Apollo Endosurgery - Manufacturing and Supply Agreement.PDF""}, {""id"": 115, ""name"": ""SPHERE3DCORP_06""}, {""id"": 271, ""name"": ""ZEBRATECHNOLOGIESCORP_04""}], ""links"": [{""source"": 259, ""target"": 262}, {""source"": 305, ""target"": 176}, {""source"": 88, ""target"": 115}, {""source"": 176, ""target"": 259}, {""source"": 271, ""target"": 115}]}"
OLDAPIWIND-DOWNLTD_01,Ontario,34.0393,-117.6064,True,2015-05-21,AGENCY AGREEMENT,"Dundee Securities Ltd.(""Lead Agent""); Kes 7 Capital Inc. and Bloom Burton & Co. Ltd. (collectively with the Lead Agent, ""Agents"" and each individually an ""Agent""); Tribute Pharmaceuticals Canada Inc. (""Corporation"")",,,,No,True,True,True,False,"Dundee Securities Ltd.(""Lead Agent"")"," Kes 7 Capital Inc. and Bloom Burton & Co. Ltd. (collectively with the Lead Agent, ""Agents"" and each individually an ""Agent"")","{""nodes"": [{""id"": 177, ""name"": ""OLDAPIWIND-DOWNLTD_01""}, {""id"": 50, ""name"": ""AlliedEsportsEntertainmentInc_20190815""}, {""id"": 176, ""name"": ""CardlyticsInc_20180112""}, {""id"": 216, ""name"": ""INNOVIVA,INC_08""}, {""id"": 257, ""name"": ""HPILHOLDING_01""}, {""id"": 299, ""name"": ""BEYONDCOMCORP_08""}, {""id"": 93, ""name"": ""RevolutionMedicinesInc_20200117""}], ""links"": [{""source"": 257, ""target"": 50}, {""source"": 176, ""target"": 257}, {""source"": 177, ""target"": 50}, {""source"": 216, ""target"": 257}, {""source"": 299, ""target"": 93}, {""source"": 257, ""target"": 177}, {""source"": 257, ""target"": 50}, {""source"": 299, ""target"": 93}]}"
MEDIWOUNDLTD_01,New York,40.6943,-73.9249,True,2001-01-11,Supply Agreement,"MediWound Ltd. (""MediWound""); Challenge Bioproducts Corporation Ltd. (""CBC"")",,,,Yes,True,True,True,True,"MediWound Ltd. (""MediWound"")"," Challenge Bioproducts Corporation Ltd. (""CBC"")","{""nodes"": [{""id"": 178, ""name"": ""MEDIWOUNDLTD_01""}, {""id"": 58, ""name"": ""RangeResourcesLouisianaInc_20150417""}, {""id"": 130, ""name"": ""CUROGROUPHOLDINGSCORP_05""}, {""id"": 26, ""name"": ""ArtaraTherapeuticsInc_20200110""}, {""id"": 10, ""name"": ""EtonPharmaceuticalsInc_20191114""}, {""id"": 182, ""name"": ""BELLICUMPHARMACEUTICALS,INC_05""}, {""id"": 265, ""name"": ""GSITECHNOLOGYINC_11""}], ""links"": [{""source"": 26, ""target"": 130}, {""source"": 10, ""target"": 265}, {""source"": 178, ""target"": 58}, {""source"": 26, ""target"": 58}, {""source"": 10, ""target"": 130}]}"
SEASPINEHOLDINGSCORP_10,New Jersey,40.2236,-74.7641,True,2013-05-15,SUPPLY AGREEMENT,"Integra LifeSciences Corporation (""Integra""); PcoMed, LLC (""PcoMed"")",,,,No,True,True,True,False,"Integra LifeSciences Corporation (""Integra"")"," PcoMed, LLC (""PcoMed"")","{""nodes"": [{""id"": 179, ""name"": ""SEASPINEHOLDINGSCORP_10""}, {""id"": 194, ""name"": ""MIDDLEBROOKPHARMACEUTICALS,INC_03""}, {""id"": 162, ""name"": ""ELANDIAINTERNATIONALINC_04""}, {""id"": 251, ""name"": ""ANIXABIOSCIENCESINC_06""}, {""id"": 31, ""name"": ""HerImports_20161018""}, {""id"": 226, ""name"": ""AMERICANPHYSICIANSCAPITALINC_03""}, {""id"": 207, ""name"": ""KINGPHARMACEUTICALSINC_08""}], ""links"": [{""source"": 194, ""target"": 31}, {""source"": 251, ""target"": 207}, {""source"": 179, ""target"": 226}, {""source"": 31, ""target"": 162}, {""source"": 251, ""target"": 179}, {""source"": 179, ""target"": 251}, {""source"": 31, ""target"": 162}, {""source"": 207, ""target"": 226}, {""source"": 226, ""target"": 162}]}"
PROFOUNDMEDICALCORP_08,Netherlands,52.3667,4.8833,True,2017-07-31,SUPPLY AGREEMENT,"Profound Medical Inc. (""Customer""); Philips Medical Systems Nederland B.V. (""Philips""); (Customer and Philips hereinafter also collectively referred to as the “Parties” and individually as a “Party”)",[]/[]/[],,,Yes,False,True,True,True,"Profound Medical Inc. (""Customer"")"," Philips Medical Systems Nederland B.V. (""Philips"")","{""nodes"": [{""id"": 180, ""name"": ""PROFOUNDMEDICALCORP_08""}, {""id"": 89, ""name"": ""IbioInc_20200313""}, {""id"": 78, ""name"": ""BerkshireHillsBancorpInc_20120809""}, {""id"": 227, ""name"": ""BIOPURECORP_06""}, {""id"": 46, ""name"": ""IpassInc_20181203""}, {""id"": 273, ""name"": ""ACCURAYINC_09""}, {""id"": 34, ""name"": ""EmmisCommunicationsCorp_20191125""}], ""links"": [{""source"": 78, ""target"": 89}, {""source"": 46, ""target"": 34}, {""source"": 227, ""target"": 89}, {""source"": 180, ""target"": 46}, {""source"": 180, ""target"": 89}, {""source"": 46, ""target"": 180}, {""source"": 78, ""target"": 89}, {""source"": 273, ""target"": 78}, {""source"": 227, ""target"": 89}]}"
"GRIDIRONBIONUTRIENTS,INC_02",Colorado,-22.8378,-51.9728,True,2020-01-27,SUPPLY AGREEMENT,"EWSD 1, LLC, d/b/a SHI FARMS (""Shi Farms""); Gridiron BioNutrients (""Gridiron""); EWSD 1, LLC, d/b/a SHI FARMS and Gridiron BioNutrients (individually “a Party,” and collectively, “the Parties.”)",,,,Yes,True,True,True,True,"EWSD 1, LLC, d/b/a SHI FARMS (""Shi Farms"")"," Gridiron BioNutrients (""Gridiron"")","{""nodes"": [{""id"": 181, ""name"": ""GRIDIRONBIONUTRIENTS,INC_02""}, {""id"": 66, ""name"": ""InvendaCorp_20000828""}, {""id"": 251, ""name"": ""ANIXABIOSCIENCESINC_06""}, {""id"": 184, ""name"": ""GRANTIERRAENERGYINC_05""}, {""id"": 249, ""name"": ""WASTE2ENERGYHOLDINGS,INC_06""}, {""id"": 349, ""name"": ""KUBIENT,INC_07""}, {""id"": 209, ""name"": ""BABCOCK_WILCOXENTERPRISES,INC""}], ""links"": [{""source"": 349, ""target"": 181}, {""source"": 181, ""target"": 209}, {""source"": 349, ""target"": 66}, {""source"": 181, ""target"": 349}, {""source"": 249, ""target"": 181}]}"
"BELLICUMPHARMACEUTICALS,INC_05",New York,40.6943,-73.9249,True,2019-03-27,Supply Agreement,"Miltenyi Biotec GmbH (""Miltenyi""); Bellicum Phamaceuticals, Inc. (""Bellicum""); Miltenyi and Bellicum (individually as a “Party” and collectively as the “Parties”)",3/27/2029,successive 5 years,,Yes,False,False,True,True,"Miltenyi Biotec GmbH (""Miltenyi"")"," Bellicum Phamaceuticals, Inc. (""Bellicum"")","{""nodes"": [{""id"": 182, ""name"": ""BELLICUMPHARMACEUTICALS,INC_05""}, {""id"": 158, ""name"": ""N2KINC_10""}, {""id"": 47, ""name"": ""GpaqAcquisitionHoldingsInc_20200123""}, {""id"": 161, ""name"": ""CCAINDUSTRIESINC_04""}, {""id"": 169, ""name"": ""MANUFACTURERSSERVICESLTD_06""}, {""id"": 190, ""name"": ""TUNIUCORP_03""}, {""id"": 229, ""name"": ""BLUEROCKRESIDENTIALGROWTHREIT,INC_06""}], ""links"": [{""source"": 161, ""target"": 229}, {""source"": 190, ""target"": 158}, {""source"": 47, ""target"": 190}, {""source"": 158, ""target"": 169}, {""source"": 229, ""target"": 190}, {""source"": 190, ""target"": 182}, {""source"": 47, ""target"": 229}, {""source"": 169, ""target"": 229}, {""source"": 158, ""target"": 182}]}"
FLOTEKINDUSTRIESINCCN_05,Delaware,40.2866,-83.0747,True,2019-02-28,SUPPLY AGREEMENT,"Florida Chemical Company, LLC (""FCC""); Flotek Chemistry LLC (""Flotek"")",12/31/2023,,,No,False,True,True,False,"Florida Chemical Company, LLC (""FCC"")"," Flotek Chemistry LLC (""Flotek"")","{""nodes"": [{""id"": 183, ""name"": ""FLOTEKINDUSTRIESINCCN_05""}, {""id"": 17, ""name"": ""EcoScienceSolutionsInc_20171117""}, {""id"": 196, ""name"": ""ON4COMMUNICATIONSINC_07""}, {""id"": 19, ""name"": ""SimplicityEsportsGamingCompany_20181130""}, {""id"": 218, ""name"": ""VALENCETECHNOLOGYINC_02""}, {""id"": 203, ""name"": ""IMMUNOMEDICSINC_08""}, {""id"": 180, ""name"": ""PROFOUNDMEDICALCORP_08""}], ""links"": [{""source"": 203, ""target"": 218}, {""source"": 203, ""target"": 218}, {""source"": 180, ""target"": 183}, {""source"": 218, ""target"": 17}, {""source"": 203, ""target"": 218}, {""source"": 196, ""target"": 19}, {""source"": 17, ""target"": 218}]}"
GRANTIERRAENERGYINC_05,Colombia,4.6126,-74.0705,True,2012-01-30,TRANSPORTATION CONTRACT  GENERAL CONDITIONS,"SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED (""SENDER""); ECOPETROL S.A.(""ECOPETROL"") (""SHIPPER"")",7/29/2012,,,No,False,True,True,False,"SOLANA PETROLEUM EXPLORATION  COLOMBIA LIMITED (""SENDER"")"," ECOPETROL S.A.(""ECOPETROL"") (""SHIPPER"")","{""nodes"": [{""id"": 184, ""name"": ""GRANTIERRAENERGYINC_05""}, {""id"": 205, ""name"": ""MJBIOTECH,INC_12""}, {""id"": 100, ""name"": ""PacificapEntertainmentHoldingsInc_20051115""}, {""id"": 342, ""name"": ""ULTRAGENYXPHARMACEUTICALINC_12""}, {""id"": 140, ""name"": ""OPERALTD_04""}, {""id"": 92, ""name"": ""PhasebioPharmaceuticalsInc_20200330""}, {""id"": 297, ""name"": ""AMERICASSHOPPINGMALLINC_12""}], ""links"": [{""source"": 100, ""target"": 92}, {""source"": 342, ""target"": 140}, {""source"": 100, ""target"": 205}, {""source"": 297, ""target"": 100}, {""source"": 184, ""target"": 342}, {""source"": 100, ""target"": 92}]}"
ATMOSENERGYCORP_11,Arkansas,34.7256,-92.3576,True,1992-05-20,TRANSPORTATION SERVICE AGREEMENT,"Arkansas Western Pipeline Company (""Transporter""); Associated Natural Gas Company (""Shipper"")",,successive 1 month,60 days; 180 days,No,True,False,False,False,"Arkansas Western Pipeline Company (""Transporter"")"," Associated Natural Gas Company (""Shipper"")","{""nodes"": [{""id"": 185, ""name"": ""ATMOSENERGYCORP_11""}, {""id"": 119, ""name"": ""DRIVENDELIVERIES,INC_05""}, {""id"": 336, ""name"": ""RUBIOSRESTAURANTSINC_03""}, {""id"": 232, ""name"": ""COOLTECHNOLOGIES,INC_10""}, {""id"": 153, ""name"": ""GSVINC_05""}, {""id"": 73, ""name"": ""CreditcardscomInc_20070810""}, {""id"": 169, ""name"": ""MANUFACTURERSSERVICESLTD_06""}], ""links"": [{""source"": 336, ""target"": 153}, {""source"": 119, ""target"": 153}, {""source"": 153, ""target"": 185}, {""source"": 119, ""target"": 169}, {""source"": 73, ""target"": 232}, {""source"": 119, ""target"": 336}]}"
DYNAMEXINC_06,Ontario,34.0393,-117.6064,True,1995-11-20,MARKETING AND TRANSPORTATION SERVICES AGREEMENT,"Purolator Courier Ltd. (""Purolator""); Parcelway Courier Systems Canada Ltd. a subsidiary of Dynamex Inc. (""Dynamex"")",perpetual,,,Yes,False,True,True,True,"Purolator Courier Ltd. (""Purolator"")"," Parcelway Courier Systems Canada Ltd. a subsidiary of Dynamex Inc. (""Dynamex"")","{""nodes"": [{""id"": 186, ""name"": ""DYNAMEXINC_06""}, {""id"": 76, ""name"": ""SteelVaultCorp_20081224""}, {""id"": 302, ""name"": ""CORIOINC_07""}, {""id"": 153, ""name"": ""GSVINC_05""}, {""id"": 265, ""name"": ""GSITECHNOLOGYINC_11""}, {""id"": 79, ""name"": ""GridironBionutrientsInc_20171206""}, {""id"": 126, ""name"": ""REGANHOLDINGCORP_03""}], ""links"": [{""source"": 302, ""target"": 76}, {""source"": 153, ""target"": 126}, {""source"": 79, ""target"": 126}, {""source"": 265, ""target"": 79}, {""source"": 153, ""target"": 265}, {""source"": 186, ""target"": 79}, {""source"": 79, ""target"": 186}]}"
MPLXLP_06,Ohio,40.5425,-80.0926,True,2015-06-11,TRANSPORTATION SERVICES AGREEMENT,"Marathon Petroleum Company LP (""Shipper""); Marathon Pipe Line LLC (""MPL""); Marathon Petroleum Company LP and Marathon Pipe Line LLC (jointly as ""Parties"" and individually as a ""Party"")",6/11/1930,2 5 years,6 months,Yes,False,False,False,True,"Marathon Petroleum Company LP (""Shipper"")"," Marathon Pipe Line LLC (""MPL"")","{""nodes"": [{""id"": 187, ""name"": ""MPLXLP_06""}, {""id"": 137, ""name"": ""WPPPLC_04""}, {""id"": 178, ""name"": ""MEDIWOUNDLTD_01""}, {""id"": 253, ""name"": ""CARDAX,INC_08""}, {""id"": 147, ""name"": ""LOOKSMARTLTD_07""}, {""id"": 261, ""name"": ""URSCORPNEW_03""}, {""id"": 155, ""name"": ""LOGANSROADHOUSEINC_03""}], ""links"": [{""source"": 155, ""target"": 147}, {""source"": 137, ""target"": 261}, {""source"": 261, ""target"": 253}, {""source"": 187, ""target"": 253}, {""source"": 187, ""target"": 261}, {""source"": 155, ""target"": 253}, {""source"": 137, ""target"": 155}, {""source"": 147, ""target"": 178}]}"
